,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_log,LoanAmount_log,Loan_Amount_Term_log
177,LP001610,Male,Yes,3,Graduate,No,5516.0,11300.0,495.0,360.0,0.0,Semiurban,N,8.61558951327243,6.206575926724928,5.8888779583328805
178,LP001616,Male,Yes,1,Graduate,No,3750.0,0.0,116.0,360.0,1.0,Semiurban,Y,8.229777750081887,4.762173934797756,5.8888779583328805
179,LP001630,Male,No,0,Not Graduate,No,2333.0,1451.0,102.0,480.0,0.0,Urban,N,7.755338812846501,4.634728988229636,6.175867270105761
180,LP001633,Male,Yes,1,Graduate,No,6400.0,7250.0,180.0,360.0,0.0,Urban,N,8.764209507142004,5.198497031265826,5.8888779583328805
181,LP001634,Male,No,0,Graduate,No,1916.0,5063.0,67.0,360.0,0.7310274097412036,Rural,N,7.558516743045645,4.219507705176107,5.8888779583328805
182,LP001636,Male,Yes,0,Graduate,No,4600.0,0.0,73.0,180.0,1.0,Semiurban,Y,8.434028950155469,4.30406509320417,5.198497031265826
183,LP001637,Male,Yes,1,Graduate,No,33846.0,0.0,260.0,360.0,1.0,Semiurban,N,10.429605648120413,5.564520407322694,5.8888779583328805
184,LP001639,Female,Yes,0,Graduate,No,3625.0,0.0,108.0,360.0,1.0,Semiurban,Y,8.195885391314796,4.6913478822291435,5.8888779583328805
185,LP001640,Male,Yes,0,Graduate,Yes,39147.0,4750.0,120.0,360.0,1.0,Semiurban,Y,10.57510461454571,4.795790545596741,5.8888779583328805
186,LP001641,Male,Yes,1,Graduate,Yes,2178.0,0.0,66.0,300.0,0.0,Rural,N,7.68662133494462,4.204692619390966,5.707110264748875
187,LP001643,Male,Yes,0,Graduate,No,2383.0,2138.0,58.0,360.0,0.8460163618844883,Rural,Y,7.776535028185241,4.07753744390572,5.8888779583328805
188,LP001644,Male,Yes,0,Graduate,Yes,674.0,5296.0,168.0,360.0,1.0,Rural,Y,6.51471269087253,5.1298987149230735,5.8888779583328805
189,LP001647,Male,Yes,0,Graduate,No,9328.0,0.0,188.0,180.0,1.0,Rural,Y,9.140883106960962,5.241747015059643,5.198497031265826
190,LP001653,Male,No,0,Not Graduate,No,4885.0,0.0,48.0,360.0,1.0,Rural,Y,8.494129251817686,3.8918202981106265,5.8888779583328805
191,LP001656,Male,No,0,Graduate,No,12000.0,0.0,164.0,360.0,1.0,Semiurban,N,9.392745258631441,5.10594547390058,5.8888779583328805
192,LP001657,Male,Yes,0,Not Graduate,No,6033.0,0.0,160.0,360.0,1.0,Urban,N,8.705165419719007,5.081404364984463,5.8888779583328805
193,LP001658,Male,No,0,Graduate,No,3858.0,0.0,76.0,360.0,1.0,Semiurban,Y,8.258163361537619,4.343805421853684,5.8888779583328805
194,LP001664,Male,No,0,Graduate,No,4191.0,0.0,120.0,360.0,1.0,Rural,Y,8.340933226000878,4.795790545596741,5.8888779583328805
195,LP001665,Male,Yes,1,Graduate,No,3125.0,2583.0,170.0,360.0,1.0,Semiurban,N,8.047509510981422,5.14166355650266,5.8888779583328805
196,LP001666,Male,No,0,Graduate,No,8333.0,3750.0,187.0,360.0,1.0,Rural,Y,9.0280988119824,5.236441962829949,5.8888779583328805
197,LP001669,Female,No,0,Not Graduate,No,1907.0,2365.0,120.0,346.37466466797446,1.0,Urban,Y,7.553810852008231,4.795790545596741,5.823105464379556
198,LP001671,Female,Yes,0,Graduate,No,3416.0,2816.0,113.0,360.0,0.8425253541407004,Semiurban,Y,8.136518252115291,4.736198448394496,5.8888779583328805
199,LP001673,Male,No,0,Graduate,Yes,11000.0,0.0,83.0,360.0,1.0,Urban,N,9.305741456739435,4.430816798843313,5.8888779583328805
200,LP001674,Male,Yes,1,Not Graduate,No,2600.0,2500.0,90.0,360.0,1.0,Semiurban,Y,7.8636512654486515,4.51085950651685,5.8888779583328805
201,LP001677,Male,No,2,Graduate,No,4923.0,0.0,166.0,360.0,0.0,Semiurban,Y,8.501876487304344,5.117993812416755,5.8888779583328805
202,LP001682,Male,Yes,3,Not Graduate,No,3992.0,0.0,149.16649022321963,180.0,1.0,Urban,N,8.292298107063221,4.806285582509748,5.198497031265826
203,LP001688,Male,Yes,1,Not Graduate,No,3500.0,1083.0,135.0,360.0,1.0,Urban,Y,8.160803920954665,4.912654885736052,5.8888779583328805
204,LP001691,Male,Yes,2,Not Graduate,No,3917.0,0.0,124.0,360.0,1.0,Semiurban,Y,8.273336598504486,4.8283137373023015,5.8888779583328805
205,LP001692,Female,No,0,Not Graduate,No,4408.0,0.0,120.0,360.0,1.0,Semiurban,Y,8.391403185357937,4.795790545596741,5.8888779583328805
206,LP001693,Female,No,0,Graduate,No,3244.0,0.0,80.0,360.0,1.0,Urban,Y,8.08487062913819,4.394449154672439,5.8888779583328805
207,LP001698,Male,No,0,Not Graduate,No,3975.0,2531.0,55.0,360.0,1.0,Rural,Y,8.288031567776464,4.02535169073515,5.8888779583328805
208,LP001699,Male,No,0,Graduate,No,2479.0,0.0,59.0,360.0,1.0,Urban,Y,7.8160138391590275,4.0943445622221,5.8888779583328805
209,LP001702,Male,No,0,Graduate,No,3418.0,0.0,127.0,360.0,1.0,Semiurban,N,8.137103389639302,4.852030263919617,5.8888779583328805
210,LP001708,Female,No,0,Graduate,No,10000.0,0.0,214.0,360.0,1.0,Semiurban,N,9.210440366976517,5.3706380281276624,5.8888779583328805
211,LP001711,Male,Yes,3,Graduate,No,3430.0,1250.0,128.0,360.0,0.0,Semiurban,N,8.14060704285845,4.859812404361672,5.8888779583328805
212,LP001713,Male,Yes,1,Graduate,Yes,7787.0,0.0,240.0,360.0,1.0,Urban,Y,8.960339366492091,5.484796933490655,5.8888779583328805
213,LP001715,Male,Yes,3,Not Graduate,Yes,5703.0,0.0,130.0,360.0,1.0,Rural,Y,8.648922962094131,4.875197323201151,5.8888779583328805
214,LP001716,Male,Yes,0,Graduate,No,3173.0,3021.0,137.0,360.0,1.0,Urban,Y,8.062747901086354,4.927253685157205,5.8888779583328805
215,LP001720,Male,Yes,3,Not Graduate,No,3850.0,983.0,100.0,360.0,1.0,Semiurban,Y,8.25608813381491,4.61512051684126,5.8888779583328805
216,LP001722,Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360.0,1.0,Rural,N,5.017279836814924,4.912654885736052,5.8888779583328805
217,LP001726,Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,360.0,1.0,Semiurban,Y,8.223627175805483,4.882801922586371,5.8888779583328805
218,LP001732,Male,Yes,2,Graduate,No,5000.0,0.0,72.0,360.0,0.0,Semiurban,N,8.517393171418904,4.290459441148391,5.8888779583328805
219,LP001734,Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360.0,0.807016627167371,Semiurban,Y,8.36264243156764,4.852030263919617,5.8888779583328805
220,LP001736,Male,Yes,0,Graduate,No,2221.0,0.0,60.0,360.0,0.0,Urban,N,7.706162970199576,4.110873864173311,5.8888779583328805
221,LP001743,Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360.0,1.0,Semiurban,Y,8.296546520300614,4.762173934797756,5.8888779583328805
222,LP001744,Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,Y,7.99699040583765,4.976733742420574,5.8888779583328805
223,LP001749,Male,Yes,0,Graduate,No,7578.0,1010.0,175.0,343.9004426308029,1.0,Semiurban,Y,8.93313654381203,5.170483995038151,5.811636992043173
224,LP001750,Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360.0,1.0,Semiurban,Y,8.740496729931813,4.859812404361672,5.8888779583328805
225,LP001751,Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360.0,1.0,Rural,N,8.086717920303906,5.14166355650266,5.8888779583328805
226,LP001754,Male,Yes,0,Not Graduate,Yes,4735.0,0.0,138.0,360.0,1.0,Urban,N,8.462948176563842,4.9344739331306915,5.8888779583328805
227,LP001758,Male,Yes,2,Graduate,No,6250.0,1695.0,210.0,360.0,1.0,Semiurban,Y,8.740496729931813,5.351858133476067,5.8888779583328805
228,LP001760,Male,Yes,0,Graduate,No,4758.0,0.0,158.0,480.0,1.0,Semiurban,Y,8.46779284112111,5.0689042022202315,6.175867270105761
229,LP001761,Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360.0,1.0,Rural,Y,8.764209507142004,5.303304908059076,5.8888779583328805
230,LP001765,Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360.0,1.0,Semiurban,Y,7.820840879907344,4.653960350157523,5.8888779583328805
231,LP001768,Male,Yes,0,Graduate,No,3716.0,0.0,42.0,180.0,1.0,Rural,Y,8.220672170297252,3.7612001156935624,5.198497031265826
232,LP001770,Male,No,0,Not Graduate,No,3189.0,2598.0,120.0,342.9195064488222,1.0,Rural,Y,8.06777619577889,4.795790545596741,5.809022709265414
233,LP001776,Female,No,0,Graduate,No,8333.0,0.0,280.0,360.0,1.0,Semiurban,Y,9.0280988119824,5.638354669333745,5.8888779583328805
234,LP001778,Male,Yes,1,Graduate,No,3155.0,1779.0,140.0,360.0,1.0,Semiurban,Y,8.057060681965766,4.948759890378168,5.8888779583328805
235,LP001784,Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360.0,1.0,Rural,Y,8.612685172875459,5.14166355650266,5.8888779583328805
236,LP001786,Male,Yes,0,Graduate,No,5746.0,0.0,255.0,360.0,0.7673747977901697,Urban,N,8.656433258507741,5.545177444479562,5.8888779583328805
237,LP001788,Female,No,0,Graduate,Yes,3463.0,0.0,122.0,360.0,0.8239261381371843,Urban,Y,8.150179269682326,4.812184355372417,5.8888779583328805
238,LP001790,Female,No,1,Graduate,No,3812.0,0.0,112.0,360.0,1.0,Rural,Y,8.246171559857563,4.727387818712341,5.8888779583328805
239,LP001792,Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,Y,8.106514516255185,4.574710978503383,5.8888779583328805
240,LP001798,Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360.0,1.0,Rural,Y,8.669055540725484,4.795790545596741,5.8888779583328805
241,LP001800,Male,Yes,1,Not Graduate,No,2510.0,1983.0,140.0,180.0,1.0,Urban,N,7.828436359157585,4.948759890378168,5.198497031265826
242,LP001806,Male,No,0,Graduate,No,2965.0,5701.0,155.0,60.0,1.0,Urban,Y,7.994969522697877,5.049856007249537,4.110873864173311
243,LP001807,Male,Yes,2,Graduate,Yes,6250.0,1300.0,108.0,360.0,1.0,Rural,Y,8.740496729931813,4.6913478822291435,5.8888779583328805
244,LP001811,Male,Yes,0,Not Graduate,No,3406.0,4417.0,123.0,360.0,1.0,Semiurban,Y,8.133587417660966,4.820281565605037,5.8888779583328805
245,LP001813,Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180.0,1.0,Urban,N,8.707978826622321,4.795790545596741,5.198497031265826
246,LP001814,Male,Yes,2,Graduate,No,9703.0,0.0,112.0,360.0,1.0,Urban,Y,9.180293450623886,4.727387818712341,5.8888779583328805
247,LP001819,Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180.0,1.0,Urban,Y,8.796187635470453,4.927253685157205,5.198497031265826
248,LP001824,Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480.0,1.0,Semiurban,Y,7.9665866976384025,4.820281565605037,6.175867270105761
249,LP001825,Male,Yes,0,Graduate,No,1809.0,1868.0,90.0,360.0,1.0,Urban,Y,7.501082124259871,4.51085950651685,5.8888779583328805
250,LP001835,Male,Yes,0,Not Graduate,No,1668.0,3890.0,201.0,360.0,0.0,Semiurban,N,7.419979923661835,5.308267697401205,5.8888779583328805
251,LP001836,Female,No,2,Graduate,No,3427.0,0.0,138.0,360.0,1.0,Urban,N,8.13973227971767,4.9344739331306915,5.8888779583328805
252,LP001841,Male,No,0,Not Graduate,Yes,2583.0,2167.0,104.0,360.0,1.0,Rural,Y,7.857093864902493,4.653960350157523,5.8888779583328805
253,LP001843,Male,Yes,1,Not Graduate,No,2661.0,7101.0,279.0,180.0,1.0,Semiurban,Y,7.8868329989550565,5.634789603169249,5.198497031265826
254,LP001844,Male,No,0,Graduate,Yes,16250.0,0.0,192.0,360.0,0.0,Urban,N,9.69590972432601,5.262690188904886,5.8888779583328805
255,LP001846,Female,No,3,Graduate,No,3083.0,0.0,255.0,360.0,1.0,Rural,Y,8.03398273468322,5.545177444479562,5.8888779583328805
256,LP001849,Male,No,0,Not Graduate,No,6045.0,0.0,115.0,360.0,0.0,Rural,N,8.707152175339404,4.7535901911063645,5.8888779583328805
257,LP001854,Male,Yes,3,Graduate,No,5250.0,0.0,94.0,360.0,1.0,Urban,N,8.566173813637858,4.553876891600541,5.8888779583328805
258,LP001859,Male,Yes,0,Graduate,No,14683.0,2100.0,304.0,360.0,1.0,Rural,N,9.594513744616725,5.720311776607412,5.8888779583328805
259,LP001864,Male,Yes,3,Not Graduate,No,4931.0,0.0,128.0,360.0,0.6905909372439256,Semiurban,N,8.503499864284235,4.859812404361672,5.8888779583328805
260,LP001865,Male,Yes,1,Graduate,No,6083.0,4250.0,330.0,360.0,0.8298534806952242,Urban,Y,8.713417653379183,5.802118375377063,5.8888779583328805
261,LP001868,Male,No,0,Graduate,No,2060.0,2209.0,134.0,360.0,1.0,Semiurban,Y,7.630946580890459,4.90527477843843,5.8888779583328805
262,LP001870,Female,No,1,Graduate,No,3481.0,0.0,155.0,36.0,1.0,Semiurban,N,8.155362120328135,5.049856007249537,3.6109179126442243
263,LP001871,Female,No,0,Graduate,No,7200.0,0.0,120.0,360.0,1.0,Rural,Y,8.881975184248867,4.795790545596741,5.8888779583328805
264,LP001872,Male,No,0,Graduate,Yes,5166.0,0.0,128.0,360.0,1.0,Semiurban,Y,8.550047528287184,4.859812404361672,5.8888779583328805
265,LP001875,Male,No,0,Graduate,No,4095.0,3447.0,151.0,360.0,1.0,Rural,Y,8.317766166719343,5.0238805208462765,5.8888779583328805
266,LP001877,Male,Yes,2,Graduate,No,4708.0,1387.0,150.0,360.0,1.0,Semiurban,Y,8.457230850243555,5.017279836814924,5.8888779583328805
267,LP001882,Male,Yes,3,Graduate,No,4333.0,1811.0,160.0,360.0,0.0,Urban,Y,8.374246182096304,5.081404364984463,5.8888779583328805
268,LP001883,Female,No,0,Graduate,No,3418.0,0.0,135.0,360.0,1.0,Rural,N,8.137103389639302,4.912654885736052,5.8888779583328805
269,LP001884,Female,No,1,Graduate,No,2876.0,1560.0,90.0,360.0,1.0,Urban,Y,7.964503363551548,4.51085950651685,5.8888779583328805
270,LP001888,Female,No,0,Graduate,No,3237.0,0.0,30.0,360.0,1.0,Urban,Y,8.08271113423758,3.4339872044851463,5.8888779583328805
271,LP001891,Male,Yes,0,Graduate,No,11146.0,0.0,136.0,360.0,1.0,Urban,Y,9.318925682389624,4.919980925828125,5.8888779583328805
272,LP001892,Male,No,0,Graduate,No,2833.0,1857.0,126.0,360.0,1.0,Rural,Y,7.949444420250626,4.844187086458591,5.8888779583328805
273,LP001894,Male,Yes,0,Graduate,No,2620.0,2223.0,150.0,360.0,1.0,Semiurban,Y,7.8713112033234065,5.017279836814924,5.8888779583328805
274,LP001896,Male,Yes,2,Graduate,No,3900.0,0.0,90.0,360.0,1.0,Semiurban,Y,8.268988209506656,4.51085950651685,5.8888779583328805
275,LP001900,Male,Yes,1,Graduate,No,2750.0,1842.0,115.0,360.0,1.0,Semiurban,Y,7.919719760924575,4.7535901911063645,5.8888779583328805
276,LP001903,Male,Yes,0,Graduate,No,3993.0,3274.0,207.0,360.0,1.0,Semiurban,Y,8.29254851397576,5.337538079701318,5.8888779583328805
277,LP001904,Male,Yes,0,Graduate,No,3103.0,1300.0,80.0,360.0,1.0,Urban,Y,8.04044688130311,4.394449154672439,5.8888779583328805
278,LP001907,Male,Yes,0,Graduate,No,14583.0,0.0,436.0,360.0,1.0,Semiurban,Y,9.5876803163585,6.07993319509559,5.8888779583328805
279,LP001908,Female,Yes,0,Not Graduate,No,4100.0,0.0,124.0,360.0,0.818655540137593,Rural,Y,8.31898612539206,4.8283137373023015,5.8888779583328805
280,LP001910,Male,No,1,Not Graduate,Yes,4053.0,2426.0,158.0,360.0,0.0,Urban,N,8.307459327011946,5.0689042022202315,5.8888779583328805
281,LP001914,Male,Yes,0,Graduate,No,3927.0,800.0,112.0,360.0,1.0,Semiurban,Y,8.275885669474356,4.727387818712341,5.8888779583328805
282,LP001915,Male,Yes,2,Graduate,No,2301.0,985.7999878,78.0,180.0,1.0,Urban,Y,7.741533589281828,4.3694478524670215,5.198497031265826
283,LP001917,Female,No,0,Graduate,No,1811.0,1666.0,54.0,360.0,1.0,Urban,Y,7.502186486602924,4.007333185232471,5.8888779583328805
284,LP001922,Male,Yes,0,Graduate,No,20667.0,0.0,185.21740410771758,360.0,1.0,Rural,N,9.936341889407075,5.000475487819343,5.8888779583328805
285,LP001924,Male,No,0,Graduate,No,3158.0,3053.0,89.0,360.0,1.0,Rural,Y,8.058010800802085,4.499809670330265,5.8888779583328805
286,LP001925,Female,No,0,Graduate,Yes,2600.0,1717.0,99.0,300.0,1.0,Semiurban,N,7.8636512654486515,4.605170185988092,5.707110264748875
287,LP001926,Male,Yes,0,Graduate,No,3704.0,2000.0,120.0,360.0,1.0,Rural,Y,8.217438537730187,4.795790545596741,5.8888779583328805
288,LP001931,Female,No,0,Graduate,No,4124.0,0.0,115.0,360.0,1.0,Semiurban,Y,8.324821298768782,4.7535901911063645,5.8888779583328805
289,LP001935,Male,No,0,Graduate,No,9508.0,0.0,187.0,360.0,1.0,Rural,Y,9.159993997539445,5.236441962829949,5.8888779583328805
290,LP001936,Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360.0,1.0,Rural,Y,8.031385330625534,4.941642422609304,5.8888779583328805
291,LP001938,Male,Yes,2,Graduate,No,4400.0,0.0,127.0,360.0,0.0,Semiurban,N,8.38958706681109,4.852030263919617,5.8888779583328805
292,LP001940,Male,Yes,2,Graduate,No,3153.0,1560.0,134.0,360.0,1.0,Urban,Y,8.056426767522984,4.90527477843843,5.8888779583328805
293,LP001945,Female,No,0,Graduate,No,5417.0,0.0,143.0,480.0,0.0,Urban,N,8.59748202264504,4.969813299576001,6.175867270105761
294,LP001947,Male,Yes,0,Graduate,No,2383.0,3334.0,172.0,360.0,1.0,Semiurban,Y,7.776535028185241,5.153291594497779,5.8888779583328805
295,LP001949,Male,Yes,3,Graduate,No,4416.0,1250.0,110.0,360.0,1.0,Urban,Y,8.393216011596527,4.709530201312334,5.8888779583328805
296,LP001953,Male,Yes,1,Graduate,No,6875.0,0.0,200.0,360.0,1.0,Semiurban,Y,8.83579236650274,5.303304908059076,5.8888779583328805
297,LP001954,Female,Yes,1,Graduate,No,4666.0,0.0,135.0,360.0,1.0,Urban,Y,8.448271745949816,4.912654885736052,5.8888779583328805
298,LP001955,Female,No,0,Graduate,No,5000.0,2541.0,151.0,480.0,1.0,Rural,N,8.517393171418904,5.0238805208462765,6.175867270105761
299,LP001963,Male,Yes,1,Graduate,No,2014.0,2925.0,113.0,360.0,1.0,Urban,N,7.608374474380783,4.736198448394496,5.8888779583328805
300,LP001964,Male,Yes,0,Not Graduate,No,1800.0,2934.0,93.0,360.0,0.0,Urban,N,7.496097345175956,4.543294782270004,5.8888779583328805
301,LP001972,Male,Yes,0,Not Graduate,No,2875.0,1750.0,105.0,360.0,1.0,Semiurban,Y,7.964155718840937,4.663439094112067,5.8888779583328805
302,LP001974,Female,No,0,Graduate,No,5000.0,0.0,132.0,360.0,1.0,Rural,Y,8.517393171418904,4.890349128221754,5.8888779583328805
303,LP001977,Male,Yes,1,Graduate,No,1625.0,1803.0,96.0,360.0,1.0,Urban,Y,7.3938782901077555,4.574710978503383,5.8888779583328805
304,LP001978,Male,No,0,Graduate,No,4000.0,2500.0,140.0,360.0,1.0,Rural,Y,8.294299608857235,4.948759890378168,5.8888779583328805
305,LP001990,Male,No,0,Not Graduate,No,2000.0,0.0,134.7216199181313,360.0,1.0,Urban,N,7.601402334583733,4.773848940555721,5.8888779583328805
306,LP001993,Female,No,0,Graduate,No,3762.0,1666.0,135.0,360.0,1.0,Rural,Y,8.232971790593437,4.912654885736052,5.8888779583328805
307,LP001994,Female,No,0,Graduate,No,2400.0,1863.0,104.0,360.0,0.0,Urban,N,7.783640596221253,4.653960350157523,5.8888779583328805
308,LP001996,Male,No,0,Graduate,No,20233.0,0.0,480.0,360.0,1.0,Rural,N,9.915119636765835,6.175867270105761,5.8888779583328805
309,LP001998,Male,Yes,2,Not Graduate,No,7667.0,0.0,185.0,360.0,0.7962594126171323,Rural,Y,8.944811104165534,5.225746673713202,5.8888779583328805
310,LP002002,Female,No,0,Graduate,No,2917.0,0.0,84.0,360.0,1.0,Semiurban,Y,7.978653729082731,4.442651256490317,5.8888779583328805
311,LP002004,Male,No,0,Not Graduate,No,2927.0,2405.0,111.0,360.0,1.0,Semiurban,Y,7.982074875081202,4.718498871295094,5.8888779583328805
312,LP002006,Female,No,0,Graduate,No,2507.0,0.0,56.0,360.0,1.0,Rural,Y,7.827240901752812,4.04305126783455,5.8888779583328805
313,LP002008,Male,Yes,2,Graduate,Yes,5746.0,0.0,144.0,84.0,0.8371157659957146,Rural,Y,8.656433258507741,4.976733742420574,4.442651256490317
314,LP002024,Male,Yes,0,Graduate,No,2473.0,1843.0,159.0,360.0,1.0,Rural,N,7.813591552952433,5.075173815233827,5.8888779583328805
315,LP002031,Male,Yes,1,Not Graduate,No,3399.0,1640.0,111.0,180.0,1.0,Urban,Y,8.131530710604252,4.718498871295094,5.198497031265826
316,LP002035,Male,Yes,2,Graduate,No,3717.0,0.0,120.0,360.0,1.0,Semiurban,Y,8.220941168281389,4.795790545596741,5.8888779583328805
317,LP002036,Male,Yes,0,Graduate,No,2058.0,2134.0,88.0,360.0,0.8341137953168651,Urban,Y,7.629975707027789,4.48863636973214,5.8888779583328805
318,LP002043,Female,No,1,Graduate,No,3541.0,0.0,112.0,360.0,0.8032797798594726,Semiurban,Y,8.17244681834278,4.727387818712341,5.8888779583328805
319,LP002050,Male,Yes,1,Graduate,Yes,10000.0,0.0,155.0,360.0,1.0,Rural,N,9.210440366976517,5.049856007249537,5.8888779583328805
320,LP002051,Male,Yes,0,Graduate,No,2400.0,2167.0,115.0,360.0,1.0,Semiurban,Y,7.783640596221253,4.7535901911063645,5.8888779583328805
321,LP002053,Male,Yes,3,Graduate,No,4342.0,189.0,124.0,360.0,1.0,Semiurban,Y,8.376320632534823,4.8283137373023015,5.8888779583328805
322,LP002054,Male,Yes,2,Not Graduate,No,3601.0,1590.0,135.42376725833503,360.0,1.0,Rural,Y,8.189244525735901,4.85555842381488,5.8888779583328805
323,LP002055,Female,No,0,Graduate,No,3166.0,2985.0,132.0,360.0,0.8095961200923897,Rural,Y,8.06054004653864,4.890349128221754,5.8888779583328805
324,LP002065,Male,Yes,3,Graduate,No,15000.0,0.0,300.0,360.0,1.0,Rural,Y,9.61587214452889,5.707110264748875,5.8888779583328805
325,LP002067,Male,Yes,1,Graduate,Yes,8666.0,4983.0,376.0,360.0,0.0,Rural,N,9.067277989134345,5.932245187448011,5.8888779583328805
326,LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,Y,8.500657222776137,4.875197323201151,5.8888779583328805
327,LP002082,Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,360.0,1.0,Semiurban,Y,8.66888370465667,5.220355825078324,5.8888779583328805
328,LP002086,Female,Yes,0,Graduate,No,4333.0,2451.0,110.0,360.0,1.0,Urban,N,8.374246182096304,4.709530201312334,5.8888779583328805
329,LP002087,Female,No,0,Graduate,No,2500.0,0.0,67.0,360.0,1.0,Urban,Y,7.824445930877619,4.219507705176107,5.8888779583328805
330,LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,Y,8.385944904806284,4.770684624465665,5.8888779583328805
331,LP002098,Male,No,0,Graduate,No,2935.0,0.0,98.0,360.0,1.0,Semiurban,Y,7.984803389734406,4.59511985013459,5.8888779583328805
332,LP002100,Male,No,0,Graduate,No,2833.0,0.0,71.0,360.0,1.0,Urban,Y,7.949444420250626,4.276666119016055,5.8888779583328805
333,LP002101,Male,Yes,0,Graduate,No,63337.0,0.0,490.0,180.0,1.0,Urban,Y,11.056240743970491,6.19644412779452,5.198497031265826
334,LP002103,Male,Yes,1,Graduate,Yes,9833.0,1833.0,182.0,180.0,1.0,Urban,Y,9.193601047971885,5.209486152841421,5.198497031265826
335,LP002106,Male,Yes,0,Graduate,Yes,5503.0,4490.0,70.0,332.6305456700502,1.0,Semiurban,Y,8.61323037961318,4.2626798770413155,5.769481147413977
336,LP002110,Male,Yes,1,Graduate,No,5250.0,688.0,160.0,360.0,1.0,Rural,Y,8.566173813637858,5.081404364984463,5.8888779583328805
337,LP002112,Male,Yes,2,Graduate,Yes,2500.0,4600.0,176.0,360.0,1.0,Rural,Y,7.824445930877619,5.176149732573829,5.8888779583328805
338,LP002113,Female,No,3,Not Graduate,No,1830.0,0.0,136.76402906603062,360.0,0.0,Urban,N,7.5126175446745105,4.783981366017646,5.8888779583328805
339,LP002114,Female,No,0,Graduate,No,4160.0,0.0,71.0,360.0,1.0,Semiurban,Y,8.333510708982942,4.276666119016055,5.8888779583328805
340,LP002115,Male,Yes,3,Not Graduate,No,2647.0,1587.0,173.0,360.0,1.0,Rural,N,7.881559917056899,5.159055299214529,5.8888779583328805
341,LP002116,Female,No,0,Graduate,No,2378.0,0.0,46.0,360.0,1.0,Rural,N,7.774435510302958,3.8501476017100584,5.8888779583328805
342,LP002119,Male,Yes,1,Not Graduate,No,4554.0,1229.0,158.0,360.0,1.0,Urban,Y,8.423980809694058,5.0689042022202315,5.8888779583328805
343,LP002126,Male,Yes,3,Not Graduate,No,3173.0,0.0,74.0,360.0,1.0,Semiurban,Y,8.062747901086354,4.31748811353631,5.8888779583328805
344,LP002128,Male,Yes,2,Graduate,No,2583.0,2330.0,125.0,360.0,1.0,Rural,Y,7.857093864902493,4.836281906951478,5.8888779583328805
345,LP002129,Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360.0,1.0,Semiurban,Y,7.824046010856292,5.081404364984463,5.8888779583328805
346,LP002130,Male,Yes,0,Not Graduate,No,3523.0,3230.0,152.0,360.0,0.0,Rural,N,8.16735198705607,5.030437921392435,5.8888779583328805
347,LP002131,Male,Yes,2,Not Graduate,No,3083.0,2168.0,126.0,360.0,1.0,Urban,Y,8.03398273468322,4.844187086458591,5.8888779583328805
348,LP002137,Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360.0,0.8496090533541412,Semiurban,Y,8.753687227098585,5.560681631015528,5.8888779583328805
349,LP002138,Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360.0,1.0,Rural,Y,7.873217054862741,5.236441962829949,5.8888779583328805
350,LP002139,Male,Yes,0,Graduate,No,9083.0,0.0,228.0,360.0,1.0,Semiurban,Y,9.114269903225448,5.43372200355424,5.8888779583328805
351,LP002140,Male,No,0,Graduate,No,8750.0,4167.0,308.0,360.0,1.0,Rural,N,9.076923258535832,5.733341276897746,5.8888779583328805
352,LP002141,Male,Yes,3,Graduate,No,2666.0,2083.0,95.0,360.0,1.0,Rural,Y,7.888709524182015,4.564348191467836,5.8888779583328805
353,LP002142,Female,Yes,0,Graduate,Yes,5500.0,0.0,105.0,360.0,0.0,Rural,N,8.612685172875459,4.663439094112067,5.8888779583328805
354,LP002143,Female,Yes,0,Graduate,No,2423.0,505.0,130.0,360.0,1.0,Semiurban,Y,7.793174347189205,4.875197323201151,5.8888779583328805
355,LP002144,Female,No,0,Graduate,No,3813.0,0.0,116.0,180.0,1.0,Urban,Y,8.246433786160365,4.762173934797756,5.198497031265826
